InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Category,TotalRevenue
INV002483,SKU0376,EliteWidgetG,67,2011-03-14,125.45,12122,France,Food,817.73
INV002484,SKU0045,PremiumWidgetA,84,2011-03-14,91.35,17609,Australia,Books,2764.72
INV002485,SKU0159,StandardWidgetD,74,2011-03-14,147.23,14595,France,Electronics,2080.72
INV002486,SKU0462,ClassicWidgetB,52,2011-03-14,141.97,19737,Germany,HomeGarden,2855.11
INV002487,SKU0079,StandardWidgetD,18,2011-03-14,145.96,13983,Belgium,Toys,3238.47
INV002488,SKU0309,BudgetWidgetE,53,2011-03-14,142.79,18134,Australia,Books,1398.78
INV002489,SKU0085,PremiumWidgetA,63,2011-03-14,1.65,15606,UnitedKingdom,Electronics,4596.29
INV002490,SKU0091,EliteWidgetG,53,2011-03-14,111.29,19178,UnitedKingdom,Toys,4677.31
INV002491,SKU0147,BasicWidgetH,27,2011-03-14,41.15,11623,UnitedKingdom,Clothing,527.68
INV002492,SKU0160,BasicWidgetH,31,2011-03-14,105.9,17226,Spain,Electronics,3515.39
INV002493,SKU0201,BasicWidgetH,91,2011-03-14,147.1,10722,Netherlands,Clothing,167.13
INV002494,SKU0423,ProWidgetF,1,2011-03-14,6.38,11095,Spain,Toys,233.77
INV002495,SKU0415,DeluxeWidgetC,6,2011-03-14,85.26,13827,Spain,Clothing,4789.04
INV002496,SKU0241,PremiumWidgetA,11,2011-03-15,110.38,14285,Spain,Sports,3474.57
INV002497,SKU0352,BudgetWidgetE,34,2011-03-15,38.38,10995,Spain,Toys,1623.38
INV002498,SKU0001,EliteWidgetG,84,2011-03-15,34.16,15681,Belgium,Toys,3349.72
INV002499,SKU0224,BudgetWidgetE,63,2011-03-15,9.52,14661,UnitedKingdom,Sports,4229.33
INV002500,SKU0288,BudgetWidgetE,53,2011-03-15,14.54,10992,Netherlands,HomeGarden,4354.65
INV002501,SKU0232,EliteWidgetG,85,2011-03-15,98.68,12783,Netherlands,Books,103.58
INV002502,SKU0460,BudgetWidgetE,85,2011-03-15,76.03,18347,Germany,HomeGarden,4091.32
INV002503,SKU0413,BasicWidgetH,18,2011-03-15,5.0,15682,UnitedKingdom,Food,4266.16
INV002504,SKU0416,ClassicWidgetB,21,2011-03-15,145.46,19968,Australia,Sports,2978.26
INV002505,SKU0076,DeluxeWidgetC,19,2011-03-15,98.58,15961,Spain,HomeGarden,2400.04
INV002506,SKU0115,ProWidgetF,4,2011-03-15,77.56,14768,Netherlands,Books,555.88
INV002507,SKU0153,BudgetWidgetE,77,2011-03-15,41.27,15760,Germany,Books,1198.83
INV002508,SKU0405,BudgetWidgetE,82,2011-03-15,98.89,15204,Netherlands,Electronics,2452.94
INV002509,SKU0102,StandardWidgetD,29,2011-03-15,54.94,17552,Australia,HomeGarden,4325.53
INV002510,SKU0193,DeluxeWidgetC,25,2011-03-15,105.52,18246,Australia,Sports,4015.87
INV002511,SKU0165,PremiumWidgetA,56,2011-03-15,102.54,10084,UnitedKingdom,Electronics,2480.15
INV002512,SKU0358,DeluxeWidgetC,77,2011-03-15,14.37,15976,Belgium,HomeGarden,3928.35
INV002513,SKU0089,DeluxeWidgetC,63,2011-03-15,136.43,18147,Netherlands,Toys,3828.9
INV002514,SKU0173,EliteWidgetG,27,2011-03-15,73.3,17084,Belgium,Books,2895.5
INV002515,SKU0121,EliteWidgetG,60,2011-03-15,59.25,12779,Australia,Sports,1102.41
INV002516,SKU0497,EliteWidgetG,83,2011-03-15,143.34,16055,France,Toys,1740.67
INV002517,SKU0142,ProWidgetF,49,2011-03-15,66.01,12669,Australia,HomeGarden,821.16
INV002518,SKU0481,BasicWidgetH,65,2011-03-15,108.32,11008,Australia,Books,36.75
INV002519,SKU0105,DeluxeWidgetC,38,2011-03-15,98.44,12364,Netherlands,Books,403.55
INV002520,SKU0374,ProWidgetF,83,2011-03-16,25.19,13686,Spain,Toys,3798.37
INV002521,SKU0427,BudgetWidgetE,52,2011-03-16,148.68,16768,Australia,HomeGarden,168.4
INV002522,SKU0304,EliteWidgetG,1,2011-03-16,69.81,12199,Germany,HomeGarden,1999.86
INV002523,SKU0359,BudgetWidgetE,40,2011-03-16,59.52,19551,Spain,Sports,4928.92
INV002524,SKU0458,EliteWidgetG,81,2011-03-16,137.98,10909,Australia,Electronics,3976.4
INV002525,SKU0316,ClassicWidgetB,21,2011-03-16,79.62,13439,France,Books,3753.34
INV002526,SKU0450,ProWidgetF,86,2011-03-16,105.91,15882,Australia,Electronics,1374.27
INV002527,SKU0122,ProWidgetF,15,2011-03-16,127.01,12913,UnitedKingdom,Electronics,3209.01
INV002528,SKU0389,BasicWidgetH,50,2011-03-16,35.71,14695,Netherlands,Books,2494.06
INV002529,SKU0008,PremiumWidgetA,48,2011-03-16,25.84,11006,France,HomeGarden,3119.5
INV002530,SKU0261,StandardWidgetD,32,2011-03-16,10.74,17114,Germany,Books,2179.64
INV002531,SKU0072,DeluxeWidgetC,49,2011-03-16,134.62,11143,Belgium,Toys,2655.28
INV002532,SKU0358,PremiumWidgetA,68,2011-03-16,30.45,17552,Australia,Electronics,4941.99
INV002533,SKU0222,ProWidgetF,45,2011-03-16,46.51,11224,Australia,Sports,1647.23
INV002534,SKU0415,PremiumWidgetA,32,2011-03-16,43.23,14495,Belgium,Books,1083.05
INV002535,SKU0040,ClassicWidgetB,4,2011-03-16,46.04,18259,Belgium,Food,2243.02
INV002536,SKU0369,StandardWidgetD,65,2011-03-16,100.38,19206,Belgium,Sports,2622.08
INV002537,SKU0203,BasicWidgetH,97,2011-03-16,143.14,10181,Germany,HomeGarden,429.06
INV002538,SKU0263,ProWidgetF,71,2011-03-16,49.75,16332,Belgium,HomeGarden,4030.05
INV002539,SKU0327,ProWidgetF,73,2011-03-16,61.44,14946,Australia,Toys,2110.84
INV002540,SKU0177,DeluxeWidgetC,65,2011-03-16,115.79,17450,Belgium,Sports,2066.52
INV002541,SKU0347,BasicWidgetH,80,2011-03-16,65.13,12945,UnitedKingdom,Food,3294.54
INV002542,SKU0317,BasicWidgetH,18,2011-03-16,138.94,18846,Spain,Sports,3866.45
INV002543,SKU0083,EliteWidgetG,54,2011-03-16,75.73,13686,Spain,Books,4929.72
INV002544,SKU0317,StandardWidgetD,47,2011-03-17,52.49,12288,France,HomeGarden,868.42
INV002545,SKU0110,ClassicWidgetB,6,2011-03-17,145.75,12831,Australia,Sports,1728.43
INV002546,SKU0250,BudgetWidgetE,66,2011-03-17,64.15,18913,Germany,Clothing,842.12
INV002547,SKU0382,PremiumWidgetA,9,2011-03-17,35.06,13248,Belgium,Books,4404.39
INV002548,SKU0006,BasicWidgetH,68,2011-03-17,27.07,19392,Germany,Books,2742.92
INV002549,SKU0458,DeluxeWidgetC,23,2011-03-17,149.28,18501,France,Clothing,4262.35
INV002550,SKU0083,ProWidgetF,43,2011-03-17,113.07,11025,UnitedKingdom,Food,4926.14
INV002551,SKU0207,BudgetWidgetE,51,2011-03-17,61.59,14412,France,HomeGarden,2751.48
INV002552,SKU0387,ClassicWidgetB,72,2011-03-17,124.04,15902,Australia,Sports,591.64
INV002553,SKU0389,StandardWidgetD,25,2011-03-17,82.25,19724,Spain,Sports,1806.98
INV002554,SKU0313,BasicWidgetH,80,2011-03-17,47.95,13643,UnitedKingdom,HomeGarden,181.91
INV002555,SKU0021,PremiumWidgetA,35,2011-03-17,111.64,18559,UnitedKingdom,Food,4246.66
INV002556,SKU0409,BasicWidgetH,17,2011-03-17,112.01,14650,Germany,Clothing,90.42
INV002557,SKU0382,DeluxeWidgetC,18,2011-03-17,75.28,11249,UnitedKingdom,Clothing,2961.33
INV002558,SKU0002,BasicWidgetH,27,2011-03-17,7.25,12983,Australia,Food,531.56
INV002559,SKU0126,BasicWidgetH,15,2011-03-17,12.01,14575,Belgium,Clothing,38.78
INV002560,SKU0296,BasicWidgetH,81,2011-03-17,118.42,17447,Australia,Books,1281.5
INV002561,SKU0187,ProWidgetF,69,2011-03-17,123.61,19131,Belgium,Food,2759.71
INV002562,SKU0361,ProWidgetF,80,2011-03-17,101.9,14109,Australia,Sports,376.36
INV002563,SKU0013,BudgetWidgetE,15,2011-03-17,125.94,14023,Spain,Electronics,3074.82
INV002564,SKU0458,BudgetWidgetE,42,2011-03-17,108.06,17969,Netherlands,Books,3360.29
INV002565,SKU0465,PremiumWidgetA,34,2011-03-17,134.59,10589,UnitedKingdom,Books,4848.52
INV002566,SKU0011,StandardWidgetD,48,2011-03-17,22.98,11782,UnitedKingdom,Sports,4497.79
INV002567,SKU0086,ClassicWidgetB,83,2011-03-17,58.47,14568,Australia,HomeGarden,2834.39
INV002568,SKU0011,EliteWidgetG,8,2011-03-18,69.88,19399,Belgium,Food,3967.03
INV002569,SKU0396,StandardWidgetD,10,2011-03-18,45.0,14412,Germany,Food,1818.84
INV002570,SKU0024,StandardWidgetD,5,2011-03-18,108.94,19038,Spain,Toys,2928.98
INV002571,SKU0300,StandardWidgetD,48,2011-03-18,136.91,14680,UnitedKingdom,Sports,2017.37
INV002572,SKU0242,EliteWidgetG,26,2011-03-18,62.17,18990,Netherlands,HomeGarden,1685.87
INV002573,SKU0121,PremiumWidgetA,86,2011-03-18,141.26,10470,UnitedKingdom,Sports,3638.47
INV002574,SKU0146,EliteWidgetG,23,2011-03-18,77.76,14827,France,Books,1484.06
INV002575,SKU0054,PremiumWidgetA,62,2011-03-18,78.62,15067,Netherlands,Food,1903.38
INV002576,SKU0237,EliteWidgetG,13,2011-03-18,90.23,12994,Germany,Toys,1836.49
INV002577,SKU0355,ClassicWidgetB,9,2011-03-18,40.62,13129,Netherlands,Food,4352.15
INV002578,SKU0172,BasicWidgetH,20,2011-03-18,57.81,16167,Netherlands,Clothing,852.85
INV002579,SKU0391,StandardWidgetD,92,2011-03-18,83.21,11313,UnitedKingdom,Books,1908.0
INV002580,SKU0220,BasicWidgetH,57,2011-03-18,141.33,16546,Netherlands,Books,4439.46
INV002581,SKU0118,PremiumWidgetA,24,2011-03-18,96.58,19239,Australia,Electronics,77.51
INV002582,SKU0308,EliteWidgetG,33,2011-03-18,50.3,19279,Spain,Books,4739.39
INV002583,SKU0182,ClassicWidgetB,20,2011-03-18,2.07,17934,Netherlands,Books,4494.6
INV002584,SKU0287,EliteWidgetG,60,2011-03-18,147.26,15358,UnitedKingdom,Books,2089.82
INV002585,SKU0306,BasicWidgetH,48,2011-03-18,74.2,10282,Australia,Toys,3265.47
INV002586,SKU0299,ProWidgetF,64,2011-03-18,140.81,17609,Germany,Electronics,4955.34
INV002587,SKU0081,ClassicWidgetB,30,2011-03-18,82.63,11398,France,HomeGarden,2775.19
INV002588,SKU0453,StandardWidgetD,73,2011-03-18,91.02,12733,Netherlands,Toys,485.4
INV002589,SKU0401,DeluxeWidgetC,17,2011-03-18,106.93,14067,Australia,Toys,4268.35
INV002590,SKU0210,StandardWidgetD,14,2011-03-18,48.49,12357,Australia,Food,671.62
INV002591,SKU0149,DeluxeWidgetC,19,2011-03-18,105.0,13238,Germany,Food,1287.1
INV002592,SKU0036,ClassicWidgetB,71,2011-03-19,79.26,19964,Germany,Food,4367.7
INV002593,SKU0351,ProWidgetF,59,2011-03-19,101.04,17989,France,Food,1280.89
INV002594,SKU0311,BasicWidgetH,67,2011-03-19,125.46,17210,France,Food,3725.68
INV002595,SKU0360,ProWidgetF,97,2011-03-19,28.04,10787,UnitedKingdom,Electronics,2238.92
INV002596,SKU0058,PremiumWidgetA,44,2011-03-19,92.23,18234,France,Clothing,3798.98
INV002597,SKU0130,ProWidgetF,32,2011-03-19,8.29,15784,France,HomeGarden,1162.53
INV002598,SKU0411,BudgetWidgetE,11,2011-03-19,15.77,14643,Belgium,Food,2098.41
INV002599,SKU0201,ClassicWidgetB,2,2011-03-19,101.35,14321,Australia,Toys,1591.49
INV002600,SKU0242,BasicWidgetH,90,2011-03-19,11.11,14728,Netherlands,Toys,1245.97
INV002601,SKU0034,BasicWidgetH,68,2011-03-19,89.51,15640,Belgium,Electronics,1572.83
INV002602,SKU0444,PremiumWidgetA,17,2011-03-19,33.39,13410,Belgium,Clothing,1615.64
INV002603,SKU0092,BasicWidgetH,81,2011-03-19,45.96,11358,Belgium,Food,4776.94
INV002604,SKU0437,ProWidgetF,92,2011-03-19,19.88,19396,Netherlands,Clothing,2666.62
INV002605,SKU0446,ClassicWidgetB,94,2011-03-19,37.68,10537,Spain,Sports,2310.8
INV002606,SKU0206,StandardWidgetD,40,2011-03-19,123.28,13868,France,Food,2517.09
INV002607,SKU0352,ProWidgetF,87,2011-03-19,96.01,14576,Belgium,Sports,4980.66
INV002608,SKU0390,EliteWidgetG,46,2011-03-19,142.49,14525,Spain,Toys,3268.29
INV002609,SKU0331,DeluxeWidgetC,88,2011-03-19,7.79,13583,Spain,Toys,3517.73
INV002610,SKU0304,ClassicWidgetB,93,2011-03-19,118.97,17898,UnitedKingdom,Books,1568.8
INV002611,SKU0349,BasicWidgetH,4,2011-03-19,105.01,11350,UnitedKingdom,HomeGarden,2358.22
INV002612,SKU0212,PremiumWidgetA,38,2011-03-19,39.5,19136,Netherlands,Electronics,921.14
INV002613,SKU0158,StandardWidgetD,63,2011-03-19,109.51,13856,Germany,Books,3426.26
INV002614,SKU0441,BudgetWidgetE,29,2011-03-19,107.62,12625,Australia,HomeGarden,1723.13
INV002615,SKU0444,StandardWidgetD,19,2011-03-19,69.17,14307,France,Toys,3741.69
INV002616,SKU0023,ProWidgetF,91,2011-03-20,103.45,19042,Australia,Sports,1066.59
INV002617,SKU0403,DeluxeWidgetC,29,2011-03-20,66.96,12925,Belgium,Electronics,2018.11
INV002618,SKU0292,StandardWidgetD,35,2011-03-20,50.66,19187,France,Clothing,2356.45
INV002619,SKU0003,BudgetWidgetE,70,2011-03-20,70.24,16714,France,Clothing,833.46
INV002620,SKU0219,EliteWidgetG,23,2011-03-20,134.32,17197,Spain,Books,348.89
INV002621,SKU0363,PremiumWidgetA,46,2011-03-20,58.0,16006,Netherlands,Books,1586.02
INV002622,SKU0381,ClassicWidgetB,44,2011-03-20,60.85,18541,Australia,Electronics,2724.92
INV002623,SKU0019,DeluxeWidgetC,48,2011-03-20,91.46,11537,Australia,Clothing,3263.74
INV002624,SKU0443,BudgetWidgetE,52,2011-03-20,113.07,12728,Germany,Food,2126.93
INV002625,SKU0151,BasicWidgetH,8,2011-03-20,110.33,17381,Germany,Food,2501.89
INV002626,SKU0049,ProWidgetF,55,2011-03-20,3.46,14346,Australia,Books,2716.42
INV002627,SKU0176,ProWidgetF,66,2011-03-20,103.27,12366,Germany,Clothing,2560.04
INV002628,SKU0434,ProWidgetF,77,2011-03-20,67.86,17028,Germany,Sports,452.55
INV002629,SKU0095,BasicWidgetH,40,2011-03-20,78.85,16868,France,Books,2025.6
INV002630,SKU0104,BasicWidgetH,85,2011-03-20,84.47,13875,Netherlands,Toys,1022.45
INV002631,SKU0419,DeluxeWidgetC,31,2011-03-20,109.89,16041,Belgium,Food,2669.15
INV002632,SKU0249,StandardWidgetD,48,2011-03-20,124.78,13601,France,HomeGarden,3790.62
INV002633,SKU0116,DeluxeWidgetC,61,2011-03-20,97.12,14174,Spain,Books,2897.85
INV002634,SKU0353,ProWidgetF,52,2011-03-20,84.8,10923,Germany,Sports,1109.89
INV002635,SKU0227,EliteWidgetG,38,2011-03-20,56.38,10618,France,Electronics,1039.58
INV002636,SKU0065,BudgetWidgetE,91,2011-03-20,21.11,14400,France,Food,185.95
INV002637,SKU0334,ClassicWidgetB,36,2011-03-20,143.81,16342,UnitedKingdom,Clothing,2132.48
INV002638,SKU0417,ClassicWidgetB,87,2011-03-20,69.55,13303,France,Food,2164.87
INV002639,SKU0419,DeluxeWidgetC,55,2011-03-20,85.15,19239,France,Toys,1182.95
INV002640,SKU0261,ProWidgetF,85,2011-03-21,112.79,19890,Netherlands,Electronics,3821.53
INV002641,SKU0294,BasicWidgetH,13,2011-03-21,10.73,15580,Australia,Food,1933.05
INV002642,SKU0425,PremiumWidgetA,37,2011-03-21,128.32,17600,UnitedKingdom,Books,3347.34
INV002643,SKU0242,EliteWidgetG,47,2011-03-21,119.66,18122,UnitedKingdom,HomeGarden,3200.71
INV002644,SKU0370,DeluxeWidgetC,90,2011-03-21,116.28,10082,UnitedKingdom,Electronics,3024.1
INV002645,SKU0185,ProWidgetF,71,2011-03-21,3.79,10092,Spain,Food,4540.42
INV002646,SKU0245,StandardWidgetD,22,2011-03-21,79.21,16760,UnitedKingdom,HomeGarden,80.43
INV002647,SKU0124,ClassicWidgetB,39,2011-03-21,8.61,17375,Netherlands,Books,341.12
INV002648,SKU0267,ClassicWidgetB,87,2011-03-21,82.86,17837,Australia,Food,3610.98
INV002649,SKU0130,EliteWidgetG,58,2011-03-21,107.91,16724,Spain,HomeGarden,1768.28
INV002650,SKU0236,ClassicWidgetB,30,2011-03-21,18.72,13048,Netherlands,HomeGarden,4932.63
INV002651,SKU0017,PremiumWidgetA,18,2011-03-21,104.39,11467,UnitedKingdom,Sports,1082.85
INV002652,SKU0039,ProWidgetF,18,2011-03-21,67.71,15489,Australia,Food,917.91
INV002653,SKU0020,ProWidgetF,74,2011-03-21,121.83,12698,Netherlands,Electronics,2941.52
INV002654,SKU0398,EliteWidgetG,39,2011-03-21,80.27,18983,Australia,Books,1397.85
INV002655,SKU0224,ProWidgetF,94,2011-03-21,50.75,10475,Spain,Sports,1703.12
INV002656,SKU0354,BasicWidgetH,26,2011-03-21,50.13,18695,Netherlands,HomeGarden,4605.2
INV002657,SKU0281,EliteWidgetG,71,2011-03-21,134.67,10230,Belgium,Sports,132.19
INV002658,SKU0007,ProWidgetF,7,2011-03-21,68.2,17021,Australia,Sports,2656.77
INV002659,SKU0099,PremiumWidgetA,69,2011-03-21,61.16,19778,Netherlands,HomeGarden,1675.16
INV002660,SKU0239,BudgetWidgetE,65,2011-03-21,6.46,19966,UnitedKingdom,Books,1730.61
INV002661,SKU0477,DeluxeWidgetC,46,2011-03-21,54.97,16833,UnitedKingdom,Food,1239.8
INV002662,SKU0086,DeluxeWidgetC,18,2011-03-21,127.52,12256,UnitedKingdom,Clothing,675.12
INV002663,SKU0297,ProWidgetF,13,2011-03-21,114.27,13970,Spain,Sports,173.37
INV002664,SKU0427,StandardWidgetD,25,2011-03-22,33.53,14838,Belgium,Electronics,4938.49
INV002665,SKU0013,ClassicWidgetB,8,2011-03-22,62.25,10383,Netherlands,HomeGarden,3302.17
INV002666,SKU0333,PremiumWidgetA,74,2011-03-22,29.89,10760,Australia,Clothing,3886.25
INV002667,SKU0001,StandardWidgetD,32,2011-03-22,143.16,15243,Australia,Sports,325.95
INV002668,SKU0374,BasicWidgetH,17,2011-03-22,89.92,13952,Germany,HomeGarden,75.17
INV002669,SKU0292,StandardWidgetD,79,2011-03-22,113.28,10942,France,HomeGarden,3001.84
INV002670,SKU0324,ProWidgetF,79,2011-03-22,107.21,12695,Belgium,Sports,3619.43
INV002671,SKU0421,PremiumWidgetA,48,2011-03-22,131.12,11296,Belgium,Food,1974.94
INV002672,SKU0492,DeluxeWidgetC,63,2011-03-22,142.42,12147,UnitedKingdom,Toys,1939.39
INV002673,SKU0040,ClassicWidgetB,40,2011-03-22,5.35,16874,UnitedKingdom,Toys,1923.01
INV002674,SKU0317,DeluxeWidgetC,84,2011-03-22,146.31,19831,UnitedKingdom,Electronics,764.63
INV002675,SKU0315,StandardWidgetD,15,2011-03-22,130.65,14396,Germany,HomeGarden,3769.81
INV002676,SKU0380,BasicWidgetH,99,2011-03-22,57.75,10608,Germany,HomeGarden,1076.75
INV002677,SKU0110,ClassicWidgetB,6,2011-03-22,125.64,10881,Germany,Sports,1622.73
INV002678,SKU0013,BudgetWidgetE,94,2011-03-22,110.62,17316,UnitedKingdom,Clothing,3356.63
INV002679,SKU0230,StandardWidgetD,63,2011-03-22,119.07,14891,Australia,HomeGarden,1.52
INV002680,SKU0472,DeluxeWidgetC,8,2011-03-22,33.49,16480,UnitedKingdom,Food,3831.52
INV002681,SKU0083,DeluxeWidgetC,95,2011-03-22,97.46,17505,Belgium,HomeGarden,4495.57
INV002682,SKU0129,ProWidgetF,32,2011-03-22,4.38,11994,Germany,Sports,259.04
INV002683,SKU0230,DeluxeWidgetC,45,2011-03-22,127.31,11323,Germany,Toys,2958.53
INV002684,SKU0325,PremiumWidgetA,52,2011-03-22,142.68,17768,France,HomeGarden,2042.89
INV002685,SKU0144,StandardWidgetD,79,2011-03-22,99.49,11011,Netherlands,Food,393.24
INV002686,SKU0378,EliteWidgetG,82,2011-03-22,77.14,16903,France,Sports,3411.47
INV002687,SKU0344,EliteWidgetG,13,2011-03-22,109.0,10688,France,Electronics,3061.98
INV002688,SKU0027,BasicWidgetH,24,2011-03-23,49.29,14068,UnitedKingdom,Sports,3213.66
INV002689,SKU0065,ClassicWidgetB,40,2011-03-23,94.14,19434,Netherlands,Food,4067.66
INV002690,SKU0162,DeluxeWidgetC,14,2011-03-23,107.99,13447,Belgium,Toys,1435.31
INV002691,SKU0228,ProWidgetF,92,2011-03-23,21.83,17897,Netherlands,Clothing,3385.66
INV002692,SKU0260,ProWidgetF,75,2011-03-23,21.44,17255,UnitedKingdom,HomeGarden,3716.85
INV002693,SKU0448,DeluxeWidgetC,70,2011-03-23,107.56,18075,Australia,Electronics,844.91
INV002694,SKU0423,PremiumWidgetA,62,2011-03-23,65.05,18632,Spain,HomeGarden,4785.38
INV002695,SKU0459,ProWidgetF,89,2011-03-23,133.44,19416,Belgium,HomeGarden,1700.57
INV002696,SKU0439,EliteWidgetG,61,2011-03-23,47.13,12462,UnitedKingdom,Food,3568.83
INV002697,SKU0163,ClassicWidgetB,1,2011-03-23,6.84,15123,Australia,Toys,3770.35
INV002698,SKU0300,StandardWidgetD,89,2011-03-23,97.66,14178,Belgium,Sports,2520.65
INV002699,SKU0406,BudgetWidgetE,66,2011-03-23,102.79,16149,Australia,HomeGarden,644.46
INV002700,SKU0302,PremiumWidgetA,32,2011-03-23,83.26,11752,Netherlands,Toys,1379.04
INV002701,SKU0286,BasicWidgetH,13,2011-03-23,102.66,14629,UnitedKingdom,Electronics,1172.0
INV002702,SKU0394,BasicWidgetH,33,2011-03-23,78.8,15916,UnitedKingdom,Food,2593.69
INV002703,SKU0009,ProWidgetF,32,2011-03-23,104.05,14546,Netherlands,Toys,1307.08
INV002704,SKU0194,StandardWidgetD,56,2011-03-23,7.07,13359,France,Toys,2734.31
INV002705,SKU0117,BudgetWidgetE,24,2011-03-23,55.58,15013,UnitedKingdom,Toys,1441.75
INV002706,SKU0269,BasicWidgetH,91,2011-03-23,32.02,17604,Spain,Food,5.89
INV002707,SKU0079,DeluxeWidgetC,4,2011-03-23,15.35,14014,Belgium,Books,1816.92
INV002708,SKU0457,DeluxeWidgetC,88,2011-03-23,35.5,10899,Spain,Toys,3034.65
INV002709,SKU0092,ClassicWidgetB,23,2011-03-23,29.1,11189,Germany,HomeGarden,3868.71
INV002710,SKU0265,BudgetWidgetE,29,2011-03-23,145.98,10652,Germany,Toys,142.79
INV002711,SKU0331,DeluxeWidgetC,98,2011-03-23,43.34,17996,UnitedKingdom,Sports,1292.31
INV002712,SKU0349,BasicWidgetH,21,2011-03-24,35.03,10982,Australia,Clothing,4927.33
INV002713,SKU0360,DeluxeWidgetC,30,2011-03-24,125.31,10575,Spain,HomeGarden,1309.82
INV002714,SKU0256,EliteWidgetG,90,2011-03-24,63.16,18524,Spain,Toys,3886.21
INV002715,SKU0132,ProWidgetF,20,2011-03-24,63.51,14307,Netherlands,Toys,2547.36
INV002716,SKU0275,BasicWidgetH,16,2011-03-24,66.82,18480,Belgium,Sports,611.75
INV002717,SKU0263,BasicWidgetH,67,2011-03-24,62.77,16753,Spain,HomeGarden,3217.36
INV002718,SKU0170,BasicWidgetH,49,2011-03-24,49.32,17740,Australia,Books,4831.74
INV002719,SKU0459,ClassicWidgetB,58,2011-03-24,43.31,11055,Germany,Books,4434.26
INV002720,SKU0000,StandardWidgetD,44,2011-03-24,132.35,16026,Germany,Electronics,3451.77
INV002721,SKU0312,BasicWidgetH,25,2011-03-24,24.68,14369,Belgium,Books,2561.23
INV002722,SKU0063,DeluxeWidgetC,23,2011-03-24,27.57,11324,Netherlands,Food,1597.35
INV002723,SKU0373,EliteWidgetG,59,2011-03-24,85.97,13595,Germany,Food,1785.48
INV002724,SKU0467,BasicWidgetH,1,2011-03-24,51.88,13827,Belgium,Sports,1731.69
INV002725,SKU0283,PremiumWidgetA,97,2011-03-24,63.52,12323,France,Books,4610.49
INV002726,SKU0120,PremiumWidgetA,15,2011-03-24,121.08,11882,Germany,Sports,1057.35
INV002727,SKU0106,StandardWidgetD,81,2011-03-24,135.59,11153,Spain,HomeGarden,1890.77
INV002728,SKU0420,BudgetWidgetE,98,2011-03-24,118.69,13370,Australia,Electronics,2160.38
INV002729,SKU0174,ClassicWidgetB,81,2011-03-24,35.62,18288,Australia,Toys,2045.1
INV002730,SKU0484,EliteWidgetG,52,2011-03-24,147.01,10276,France,Toys,21.99
INV002731,SKU0203,ProWidgetF,58,2011-03-24,54.79,15404,Belgium,Toys,1355.6
INV002732,SKU0164,EliteWidgetG,41,2011-03-24,25.78,15292,Australia,Electronics,2493.34
INV002733,SKU0304,PremiumWidgetA,44,2011-03-24,75.17,18523,Belgium,Toys,3802.71
INV002734,SKU0496,PremiumWidgetA,4,2011-03-24,108.93,14198,Australia,Books,2847.8
INV002735,SKU0119,StandardWidgetD,77,2011-03-24,12.95,13696,Belgium,Food,1924.93
INV002736,SKU0043,BudgetWidgetE,68,2011-03-25,95.33,13202,Australia,Toys,3326.04
INV002737,SKU0311,BudgetWidgetE,7,2011-03-25,128.78,12086,UnitedKingdom,Toys,3329.8
INV002738,SKU0155,StandardWidgetD,46,2011-03-25,39.64,10306,France,Clothing,1240.38
INV002739,SKU0366,BasicWidgetH,9,2011-03-25,104.12,10883,Belgium,Food,519.77
INV002740,SKU0206,EliteWidgetG,87,2011-03-25,60.29,16663,France,Books,4016.11
INV002741,SKU0389,PremiumWidgetA,33,2011-03-25,62.41,16189,Germany,Toys,2649.38
INV002742,SKU0107,EliteWidgetG,33,2011-03-25,42.48,14289,Spain,Clothing,883.45
INV002743,SKU0250,EliteWidgetG,84,2011-03-25,93.85,13589,France,Books,1311.09
INV002744,SKU0444,ClassicWidgetB,4,2011-03-25,54.47,13641,Belgium,Sports,3832.36
INV002745,SKU0403,PremiumWidgetA,65,2011-03-25,124.72,17336,Netherlands,Sports,3266.71
INV002746,SKU0369,BudgetWidgetE,34,2011-03-25,144.45,15108,France,Toys,4725.89
INV002747,SKU0333,ProWidgetF,91,2011-03-25,140.3,12162,Belgium,Toys,2325.27
INV002748,SKU0129,EliteWidgetG,85,2011-03-25,24.89,16709,Netherlands,Clothing,261.88
INV002749,SKU0456,PremiumWidgetA,88,2011-03-25,2.62,15167,Australia,Electronics,3502.41
INV002750,SKU0292,EliteWidgetG,79,2011-03-25,66.05,13141,Spain,Clothing,1275.3
INV002751,SKU0019,ClassicWidgetB,99,2011-03-25,109.47,16131,Belgium,HomeGarden,1619.95
INV002752,SKU0281,BasicWidgetH,64,2011-03-25,146.63,14603,Netherlands,Electronics,984.04
INV002753,SKU0284,DeluxeWidgetC,25,2011-03-25,117.62,10154,Spain,Clothing,1545.37
INV002754,SKU0000,PremiumWidgetA,55,2011-03-25,87.29,13630,Spain,Food,4147.57
INV002755,SKU0118,StandardWidgetD,9,2011-03-25,4.44,18652,UnitedKingdom,Food,2883.99
INV002756,SKU0034,DeluxeWidgetC,17,2011-03-25,123.92,11396,Belgium,HomeGarden,546.66
INV002757,SKU0197,EliteWidgetG,21,2011-03-25,26.98,18982,Spain,HomeGarden,2933.43
